Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country,TotalAmount
59038,C003,Premium Gift Box Set,14,2010-08-16,29.99,100330,United Kingdom,419.85999999999996
59039,F006,Wooden Photo Frame,2,2010-08-16,9.99,100206,United Kingdom,19.98
59040,G007,Silk Scarf,2,2010-08-16,22.99,100229,United Kingdom,45.98
59041,E005,Scented Candle Set,7,2010-08-16,18.99,100084,United Kingdom,132.92999999999998
59042,C003,Premium Gift Box Set,5,2010-08-16,29.99,100327,United Kingdom,149.95
59043,C003,Premium Gift Box Set,19,2010-08-16,29.99,100699,United Kingdom,569.81
59044,D004,Leather Journal,7,2010-08-16,12.99,100481,United Kingdom,90.93
59045,C003,Premium Gift Box Set,13,2010-08-16,29.99,100496,United Kingdom,389.87
59046,F006,Wooden Photo Frame,4,2010-08-16,9.99,100080,United Kingdom,39.96
59047,C003,Premium Gift Box Set,21,2010-08-16,29.99,100785,France,629.79
59048,C003,Premium Gift Box Set,17,2010-08-16,29.99,100637,Italy,509.83
59049,J010,Wool Blanket,7,2010-08-16,27.99,100458,United Kingdom,195.92999999999998
59050,E005,Scented Candle Set,2,2010-08-16,18.99,100568,United Kingdom,37.98
59051,C003,Premium Gift Box Set,11,2010-08-16,29.99,100067,France,329.89
59052,B002,Decorative Wall Clock,7,2010-08-16,24.99,100455,France,174.92999999999998
59053,H008,Chocolate Gift Box,6,2010-08-16,14.99,100762,USA,89.94
59054,G007,Silk Scarf,5,2010-08-16,22.99,100504,United Kingdom,114.94999999999999
59055,C003,Premium Gift Box Set,8,2010-08-16,29.99,100623,United Kingdom,239.92
59056,F006,Wooden Photo Frame,4,2010-08-16,9.99,100124,United Kingdom,39.96
59057,F006,Wooden Photo Frame,1,2010-08-16,9.99,100267,United Kingdom,9.99
59058,G007,Silk Scarf,2,2010-08-16,22.99,100303,USA,45.98
59059,C003,Premium Gift Box Set,13,2010-08-16,29.99,100051,United Kingdom,389.87
59060,H008,Chocolate Gift Box,3,2010-08-16,14.99,100388,United Kingdom,44.97
59061,F006,Wooden Photo Frame,8,2010-08-16,9.99,100429,France,79.92
59062,J010,Wool Blanket,5,2010-08-16,27.99,100092,United Kingdom,139.95
59063,C003,Premium Gift Box Set,6,2010-08-16,29.99,100632,United Kingdom,179.94
59064,G007,Silk Scarf,1,2010-08-16,22.99,100224,United Kingdom,22.99
59065,F006,Wooden Photo Frame,3,2010-08-16,9.99,100520,Spain,29.97
59066,D004,Leather Journal,2,2010-08-16,12.99,100216,United Kingdom,25.98
59067,G007,Silk Scarf,8,2010-08-16,22.99,100525,United Kingdom,183.92
59068,E005,Scented Candle Set,4,2010-08-16,18.99,100368,United Kingdom,75.96
59069,F006,Wooden Photo Frame,10,2010-08-16,9.99,100593,United Kingdom,99.9
59070,H008,Chocolate Gift Box,8,2010-08-16,14.99,100420,United Kingdom,119.92
59071,I009,Silver Earrings,7,2010-08-16,19.99,100721,Germany,139.92999999999998
59072,A001,Ceramic Coffee Mug Set,6,2010-08-16,15.99,100730,Germany,95.94
59073,E005,Scented Candle Set,4,2010-08-16,18.99,100500,USA,75.96
59074,G007,Silk Scarf,7,2010-08-16,22.99,100181,United Kingdom,160.92999999999998
59075,B002,Decorative Wall Clock,8,2010-08-16,24.99,100119,United Kingdom,199.92
59076,D004,Leather Journal,6,2010-08-16,12.99,100612,Spain,77.94
59077,D004,Leather Journal,10,2010-08-16,12.99,100276,United Kingdom,129.9
59078,G007,Silk Scarf,10,2010-08-16,22.99,100534,France,229.89999999999998
59079,A001,Ceramic Coffee Mug Set,10,2010-08-17,15.99,100270,United Kingdom,159.9
59080,C003,Premium Gift Box Set,24,2010-08-17,29.99,100588,Spain,719.76
59081,A001,Ceramic Coffee Mug Set,9,2010-08-17,15.99,100342,United Kingdom,143.91
59082,E005,Scented Candle Set,2,2010-08-17,18.99,100458,France,37.98
59083,C003,Premium Gift Box Set,24,2010-08-17,29.99,100307,United Kingdom,719.76
59084,C003,Premium Gift Box Set,23,2010-08-17,29.99,100722,United Kingdom,689.77
59085,B002,Decorative Wall Clock,6,2010-08-17,24.99,100259,United Kingdom,149.94
59086,C003,Premium Gift Box Set,23,2010-08-17,29.99,100412,United Kingdom,689.77
59087,A001,Ceramic Coffee Mug Set,5,2010-08-17,15.99,100147,France,79.95
59088,F006,Wooden Photo Frame,8,2010-08-17,9.99,100268,United Kingdom,79.92
59089,F006,Wooden Photo Frame,3,2010-08-17,9.99,100763,Germany,29.97
59090,H008,Chocolate Gift Box,1,2010-08-17,14.99,100206,United Kingdom,14.99
59091,H008,Chocolate Gift Box,7,2010-08-17,14.99,100390,United Kingdom,104.93
59092,C003,Premium Gift Box Set,19,2010-08-17,29.99,100675,United Kingdom,569.81
59093,J010,Wool Blanket,8,2010-08-17,27.99,100329,United Kingdom,223.92
59094,C003,Premium Gift Box Set,23,2010-08-17,29.99,100029,United Kingdom,689.77
59095,F006,Wooden Photo Frame,2,2010-08-17,9.99,100637,United Kingdom,19.98
59096,C003,Premium Gift Box Set,10,2010-08-17,29.99,100234,United Kingdom,299.9
59097,G007,Silk Scarf,2,2010-08-17,22.99,100372,USA,45.98
59098,C003,Premium Gift Box Set,8,2010-08-17,29.99,100730,Spain,239.92
59099,C003,Premium Gift Box Set,6,2010-08-17,29.99,100526,United Kingdom,179.94
59100,A001,Ceramic Coffee Mug Set,1,2010-08-17,15.99,100602,United Kingdom,15.99
59101,B002,Decorative Wall Clock,4,2010-08-17,24.99,100634,United Kingdom,99.96
59102,C003,Premium Gift Box Set,23,2010-08-17,29.99,100705,United Kingdom,689.77
59103,C003,Premium Gift Box Set,7,2010-08-17,29.99,100312,United Kingdom,209.92999999999998
59104,H008,Chocolate Gift Box,3,2010-08-17,14.99,100632,France,44.97
59105,C003,Premium Gift Box Set,16,2010-08-17,29.99,100380,United Kingdom,479.84
59106,C003,Premium Gift Box Set,20,2010-08-17,29.99,100517,United Kingdom,599.8
59107,C003,Premium Gift Box Set,13,2010-08-17,29.99,100628,United Kingdom,389.87
59108,E005,Scented Candle Set,6,2010-08-17,18.99,100386,United Kingdom,113.94
59109,A001,Ceramic Coffee Mug Set,7,2010-08-17,15.99,100238,United Kingdom,111.93
59110,C003,Premium Gift Box Set,12,2010-08-17,29.99,100796,Germany,359.88
59111,E005,Scented Candle Set,7,2010-08-17,18.99,100351,United Kingdom,132.92999999999998
59112,C003,Premium Gift Box Set,11,2010-08-17,29.99,100731,United Kingdom,329.89
59113,C003,Premium Gift Box Set,22,2010-08-17,29.99,100142,United Kingdom,659.78
59114,C003,Premium Gift Box Set,6,2010-08-17,29.99,100121,United Kingdom,179.94
59115,G007,Silk Scarf,5,2010-08-17,22.99,100678,Spain,114.94999999999999
59116,J010,Wool Blanket,1,2010-08-17,27.99,100207,United Kingdom,27.99
59117,J010,Wool Blanket,4,2010-08-17,27.99,100298,United Kingdom,111.96
59118,H008,Chocolate Gift Box,4,2010-08-17,14.99,100209,United Kingdom,59.96
59119,D004,Leather Journal,1,2010-08-17,12.99,100777,USA,12.99
59120,H008,Chocolate Gift Box,2,2010-08-17,14.99,100561,USA,29.98
59121,B002,Decorative Wall Clock,9,2010-08-17,24.99,100164,United Kingdom,224.91
59122,C003,Premium Gift Box Set,18,2010-08-17,29.99,100682,United Kingdom,539.8199999999999
59123,D004,Leather Journal,2,2010-08-17,12.99,100541,United Kingdom,25.98
59124,I009,Silver Earrings,2,2010-08-17,19.99,100692,United Kingdom,39.98
59125,C003,Premium Gift Box Set,22,2010-08-17,29.99,100063,United Kingdom,659.78
59126,D004,Leather Journal,9,2010-08-17,12.99,100571,United Kingdom,116.91
59127,J010,Wool Blanket,8,2010-08-17,27.99,100007,Italy,223.92
59128,F006,Wooden Photo Frame,8,2010-08-17,9.99,100623,United Kingdom,79.92
59129,C003,Premium Gift Box Set,16,2010-08-17,29.99,100434,United Kingdom,479.84
59130,B002,Decorative Wall Clock,10,2010-08-18,24.99,100672,Germany,249.89999999999998
59131,C003,Premium Gift Box Set,14,2010-08-18,29.99,100800,United Kingdom,419.85999999999996
59132,I009,Silver Earrings,7,2010-08-18,19.99,100255,France,139.92999999999998
59133,G007,Silk Scarf,3,2010-08-18,22.99,100314,United Kingdom,68.97
59134,D004,Leather Journal,9,2010-08-18,12.99,100720,United Kingdom,116.91
59135,A001,Ceramic Coffee Mug Set,1,2010-08-18,15.99,100231,United Kingdom,15.99
59136,F006,Wooden Photo Frame,10,2010-08-18,9.99,100078,United Kingdom,99.9
59137,J010,Wool Blanket,1,2010-08-18,27.99,100616,Germany,27.99
59138,C003,Premium Gift Box Set,11,2010-08-18,29.99,100638,Germany,329.89
59139,H008,Chocolate Gift Box,3,2010-08-18,14.99,100534,United Kingdom,44.97
59140,J010,Wool Blanket,6,2010-08-18,27.99,100242,France,167.94
59141,B002,Decorative Wall Clock,1,2010-08-18,24.99,100393,USA,24.99
59142,D004,Leather Journal,4,2010-08-18,12.99,100533,United Kingdom,51.96
59143,F006,Wooden Photo Frame,4,2010-08-18,9.99,100780,United Kingdom,39.96
59144,C003,Premium Gift Box Set,10,2010-08-18,29.99,100709,United Kingdom,299.9
59145,G007,Silk Scarf,9,2010-08-18,22.99,100631,France,206.91
59146,D004,Leather Journal,9,2010-08-18,12.99,100371,France,116.91
59147,F006,Wooden Photo Frame,3,2010-08-18,9.99,100028,United Kingdom,29.97
59148,C003,Premium Gift Box Set,8,2010-08-18,29.99,100650,USA,239.92
59149,F006,Wooden Photo Frame,5,2010-08-18,9.99,100311,Italy,49.95
59150,E005,Scented Candle Set,8,2010-08-18,18.99,100609,United Kingdom,151.92
59151,C003,Premium Gift Box Set,13,2010-08-18,29.99,100059,United Kingdom,389.87
59152,C003,Premium Gift Box Set,22,2010-08-18,29.99,100478,United Kingdom,659.78
59153,A001,Ceramic Coffee Mug Set,3,2010-08-18,15.99,100106,USA,47.97
59154,H008,Chocolate Gift Box,6,2010-08-18,14.99,100631,France,89.94
59155,C003,Premium Gift Box Set,16,2010-08-18,29.99,100797,United Kingdom,479.84
59156,J010,Wool Blanket,9,2010-08-18,27.99,100247,France,251.91
59157,C003,Premium Gift Box Set,11,2010-08-18,29.99,100181,United Kingdom,329.89
59158,B002,Decorative Wall Clock,1,2010-08-18,24.99,100236,Germany,24.99
59159,I009,Silver Earrings,2,2010-08-18,19.99,100057,United Kingdom,39.98
59160,J010,Wool Blanket,8,2010-08-18,27.99,100177,France,223.92
59161,H008,Chocolate Gift Box,6,2010-08-18,14.99,100366,United Kingdom,89.94
59162,C003,Premium Gift Box Set,11,2010-08-18,29.99,100475,United Kingdom,329.89
59163,H008,Chocolate Gift Box,10,2010-08-18,14.99,100437,Italy,149.9
59164,D004,Leather Journal,4,2010-08-18,12.99,100719,United Kingdom,51.96
59165,A001,Ceramic Coffee Mug Set,6,2010-08-18,15.99,100106,United Kingdom,95.94
59166,G007,Silk Scarf,9,2010-08-18,22.99,100638,France,206.91
59167,C003,Premium Gift Box Set,10,2010-08-18,29.99,100501,United Kingdom,299.9
59168,B002,Decorative Wall Clock,4,2010-08-18,24.99,100220,United Kingdom,99.96
59169,F006,Wooden Photo Frame,9,2010-08-18,9.99,100182,Germany,89.91
59170,F006,Wooden Photo Frame,7,2010-08-18,9.99,100359,United Kingdom,69.93
59171,C003,Premium Gift Box Set,23,2010-08-18,29.99,100176,France,689.77
59172,F006,Wooden Photo Frame,10,2010-08-18,9.99,100034,France,99.9
59173,J010,Wool Blanket,5,2010-08-18,27.99,100305,United Kingdom,139.95
59174,H008,Chocolate Gift Box,6,2010-08-18,14.99,100214,Italy,89.94
59175,D004,Leather Journal,8,2010-08-18,12.99,100780,France,103.92
59176,A001,Ceramic Coffee Mug Set,6,2010-08-18,15.99,100428,United Kingdom,95.94
59177,G007,Silk Scarf,5,2010-08-19,22.99,100510,United Kingdom,114.94999999999999
59178,F006,Wooden Photo Frame,6,2010-08-19,9.99,100694,United Kingdom,59.94
59179,C003,Premium Gift Box Set,15,2010-08-19,29.99,100121,France,449.84999999999997
59180,F006,Wooden Photo Frame,1,2010-08-19,9.99,100406,United Kingdom,9.99
59181,J010,Wool Blanket,7,2010-08-19,27.99,100287,United Kingdom,195.92999999999998
59182,C003,Premium Gift Box Set,16,2010-08-19,29.99,100600,Germany,479.84
59183,C003,Premium Gift Box Set,24,2010-08-19,29.99,100141,United Kingdom,719.76
59184,H008,Chocolate Gift Box,1,2010-08-19,14.99,100318,United Kingdom,14.99
59185,G007,Silk Scarf,10,2010-08-19,22.99,100512,France,229.89999999999998
59186,I009,Silver Earrings,1,2010-08-19,19.99,100796,United Kingdom,19.99
59187,G007,Silk Scarf,1,2010-08-19,22.99,100710,Germany,22.99
59188,I009,Silver Earrings,3,2010-08-19,19.99,100517,United Kingdom,59.97
59189,C003,Premium Gift Box Set,14,2010-08-19,29.99,100105,United Kingdom,419.85999999999996
59190,C003,Premium Gift Box Set,19,2010-08-19,29.99,100339,United Kingdom,569.81
59191,A001,Ceramic Coffee Mug Set,1,2010-08-19,15.99,100655,France,15.99
59192,C003,Premium Gift Box Set,15,2010-08-19,29.99,100179,United Kingdom,449.84999999999997
59193,C003,Premium Gift Box Set,12,2010-08-19,29.99,100575,United Kingdom,359.88
59194,C003,Premium Gift Box Set,14,2010-08-19,29.99,100272,USA,419.85999999999996
59195,A001,Ceramic Coffee Mug Set,8,2010-08-19,15.99,100388,United Kingdom,127.92
59196,B002,Decorative Wall Clock,5,2010-08-19,24.99,100524,United Kingdom,124.94999999999999
59197,H008,Chocolate Gift Box,2,2010-08-19,14.99,100323,Germany,29.98
59198,C003,Premium Gift Box Set,24,2010-08-19,29.99,100337,United Kingdom,719.76
59199,I009,Silver Earrings,10,2010-08-19,19.99,100247,Spain,199.89999999999998
59200,F006,Wooden Photo Frame,4,2010-08-19,9.99,100648,United Kingdom,39.96
59201,E005,Scented Candle Set,10,2010-08-19,18.99,100624,Germany,189.89999999999998
59202,J010,Wool Blanket,2,2010-08-19,27.99,100444,France,55.98
59203,F006,Wooden Photo Frame,10,2010-08-19,9.99,100730,United Kingdom,99.9
59204,C003,Premium Gift Box Set,22,2010-08-19,29.99,100733,United Kingdom,659.78
59205,F006,Wooden Photo Frame,2,2010-08-19,9.99,100133,United Kingdom,19.98
59206,C003,Premium Gift Box Set,7,2010-08-19,29.99,100562,United Kingdom,209.92999999999998
59207,E005,Scented Candle Set,10,2010-08-19,18.99,100469,United Kingdom,189.89999999999998
59208,B002,Decorative Wall Clock,2,2010-08-19,24.99,100295,France,49.98
59209,D004,Leather Journal,7,2010-08-19,12.99,100027,France,90.93
59210,B002,Decorative Wall Clock,1,2010-08-19,24.99,100323,Germany,24.99
59211,C003,Premium Gift Box Set,15,2010-08-19,29.99,100620,Spain,449.84999999999997
59212,B002,Decorative Wall Clock,10,2010-08-19,24.99,100671,United Kingdom,249.89999999999998
59213,E005,Scented Candle Set,1,2010-08-19,18.99,100029,USA,18.99
59214,H008,Chocolate Gift Box,6,2010-08-19,14.99,100796,United Kingdom,89.94
59215,C003,Premium Gift Box Set,14,2010-08-19,29.99,100367,France,419.85999999999996
59216,A001,Ceramic Coffee Mug Set,2,2010-08-19,15.99,100017,USA,31.98
59217,C003,Premium Gift Box Set,21,2010-08-19,29.99,100302,United Kingdom,629.79
59218,A001,Ceramic Coffee Mug Set,9,2010-08-19,15.99,100643,United Kingdom,143.91
59219,J010,Wool Blanket,1,2010-08-19,27.99,100477,France,27.99
59220,F006,Wooden Photo Frame,6,2010-08-19,9.99,100036,USA,59.94
59221,B002,Decorative Wall Clock,6,2010-08-19,24.99,100124,France,149.94
59222,C003,Premium Gift Box Set,11,2010-08-19,29.99,100469,United Kingdom,329.89
59223,H008,Chocolate Gift Box,1,2010-08-19,14.99,100454,France,14.99
59224,C003,Premium Gift Box Set,17,2010-08-19,29.99,100095,Germany,509.83
59225,E005,Scented Candle Set,2,2010-08-19,18.99,100217,Italy,37.98
59226,B002,Decorative Wall Clock,3,2010-08-19,24.99,100555,United Kingdom,74.97
59227,I009,Silver Earrings,4,2010-08-19,19.99,100389,France,79.96
59228,F006,Wooden Photo Frame,10,2010-08-19,9.99,100374,United Kingdom,99.9
59229,H008,Chocolate Gift Box,8,2010-08-19,14.99,100755,United Kingdom,119.92
59230,J010,Wool Blanket,10,2010-08-19,27.99,100135,United Kingdom,279.9
59231,B002,Decorative Wall Clock,6,2010-08-19,24.99,100398,France,149.94
59232,E005,Scented Candle Set,10,2010-08-19,18.99,100030,United Kingdom,189.89999999999998
59233,I009,Silver Earrings,3,2010-08-19,19.99,100510,United Kingdom,59.97
59234,C003,Premium Gift Box Set,5,2010-08-19,29.99,100174,USA,149.95
59235,C003,Premium Gift Box Set,7,2010-08-19,29.99,100674,United Kingdom,209.92999999999998
59236,C003,Premium Gift Box Set,24,2010-08-19,29.99,100782,United Kingdom,719.76
59237,J010,Wool Blanket,7,2010-08-19,27.99,100598,United Kingdom,195.92999999999998
59238,H008,Chocolate Gift Box,4,2010-08-19,14.99,100721,United Kingdom,59.96
59239,D004,Leather Journal,9,2010-08-20,12.99,100355,Germany,116.91
59240,D004,Leather Journal,4,2010-08-20,12.99,100489,United Kingdom,51.96
59241,I009,Silver Earrings,5,2010-08-20,19.99,100607,USA,99.94999999999999
59242,C003,Premium Gift Box Set,22,2010-08-20,29.99,100754,United Kingdom,659.78
59243,I009,Silver Earrings,8,2010-08-20,19.99,100003,United Kingdom,159.92
59244,B002,Decorative Wall Clock,2,2010-08-20,24.99,100123,USA,49.98
59245,C003,Premium Gift Box Set,20,2010-08-20,29.99,100625,United Kingdom,599.8
59246,A001,Ceramic Coffee Mug Set,4,2010-08-20,15.99,100207,United Kingdom,63.96
59247,A001,Ceramic Coffee Mug Set,5,2010-08-20,15.99,100084,Germany,79.95
59248,C003,Premium Gift Box Set,19,2010-08-20,29.99,100777,Italy,569.81
59249,C003,Premium Gift Box Set,20,2010-08-20,29.99,100516,United Kingdom,599.8
59250,G007,Silk Scarf,4,2010-08-20,22.99,100252,Spain,91.96
59251,J010,Wool Blanket,1,2010-08-20,27.99,100525,USA,27.99
59252,C003,Premium Gift Box Set,10,2010-08-20,29.99,100177,Spain,299.9
59253,C003,Premium Gift Box Set,21,2010-08-20,29.99,100146,United Kingdom,629.79
59254,E005,Scented Candle Set,5,2010-08-20,18.99,100532,United Kingdom,94.94999999999999
59255,D004,Leather Journal,6,2010-08-20,12.99,100115,France,77.94
59256,I009,Silver Earrings,2,2010-08-20,19.99,100426,United Kingdom,39.98
59257,H008,Chocolate Gift Box,2,2010-08-20,14.99,100778,United Kingdom,29.98
59258,A001,Ceramic Coffee Mug Set,6,2010-08-20,15.99,100638,France,95.94
59259,C003,Premium Gift Box Set,25,2010-08-20,29.99,100191,United Kingdom,749.75
59260,A001,Ceramic Coffee Mug Set,5,2010-08-20,15.99,100784,United Kingdom,79.95
59261,B002,Decorative Wall Clock,9,2010-08-20,24.99,100800,Germany,224.91
59262,D004,Leather Journal,2,2010-08-20,12.99,100245,United Kingdom,25.98
59263,E005,Scented Candle Set,4,2010-08-20,18.99,100264,United Kingdom,75.96
59264,C003,Premium Gift Box Set,6,2010-08-20,29.99,100350,Spain,179.94
59265,J010,Wool Blanket,3,2010-08-20,27.99,100341,USA,83.97
59266,B002,Decorative Wall Clock,8,2010-08-20,24.99,100229,United Kingdom,199.92
59267,C003,Premium Gift Box Set,16,2010-08-20,29.99,100534,United Kingdom,479.84
59268,C003,Premium Gift Box Set,21,2010-08-20,29.99,100168,Italy,629.79
59269,C003,Premium Gift Box Set,7,2010-08-20,29.99,100644,United Kingdom,209.92999999999998
59270,J010,Wool Blanket,8,2010-08-20,27.99,100632,United Kingdom,223.92
59271,E005,Scented Candle Set,7,2010-08-20,18.99,100180,United Kingdom,132.92999999999998
59272,C003,Premium Gift Box Set,19,2010-08-20,29.99,100009,Germany,569.81
59273,C003,Premium Gift Box Set,10,2010-08-20,29.99,100045,United Kingdom,299.9
59274,C003,Premium Gift Box Set,8,2010-08-20,29.99,100136,United Kingdom,239.92
59275,C003,Premium Gift Box Set,17,2010-08-20,29.99,100444,United Kingdom,509.83
59276,F006,Wooden Photo Frame,4,2010-08-20,9.99,100399,United Kingdom,39.96
59277,A001,Ceramic Coffee Mug Set,2,2010-08-20,15.99,100775,USA,31.98
59278,C003,Premium Gift Box Set,15,2010-08-20,29.99,100045,Germany,449.84999999999997
59279,B002,Decorative Wall Clock,4,2010-08-20,24.99,100278,United Kingdom,99.96
59280,G007,Silk Scarf,9,2010-08-20,22.99,100706,France,206.91
59281,J010,Wool Blanket,3,2010-08-20,27.99,100577,United Kingdom,83.97
59282,I009,Silver Earrings,5,2010-08-20,19.99,100521,France,99.94999999999999
59283,E005,Scented Candle Set,6,2010-08-20,18.99,100279,Germany,113.94
59284,J010,Wool Blanket,5,2010-08-20,27.99,100753,France,139.95
59285,F006,Wooden Photo Frame,5,2010-08-20,9.99,100478,United Kingdom,49.95
59286,C003,Premium Gift Box Set,14,2010-08-20,29.99,100502,United Kingdom,419.85999999999996
59287,E005,Scented Candle Set,3,2010-08-20,18.99,100696,United Kingdom,56.97
59288,F006,Wooden Photo Frame,7,2010-08-20,9.99,100237,France,69.93
59289,C003,Premium Gift Box Set,13,2010-08-20,29.99,100394,United Kingdom,389.87
59290,C003,Premium Gift Box Set,14,2010-08-20,29.99,100309,United Kingdom,419.85999999999996
59291,F006,Wooden Photo Frame,8,2010-08-20,9.99,100317,United Kingdom,79.92
59292,C003,Premium Gift Box Set,14,2010-08-20,29.99,100757,United Kingdom,419.85999999999996
59293,C003,Premium Gift Box Set,9,2010-08-20,29.99,100721,United Kingdom,269.90999999999997
59294,I009,Silver Earrings,7,2010-08-20,19.99,100306,United Kingdom,139.92999999999998
59295,C003,Premium Gift Box Set,22,2010-08-20,29.99,100626,United Kingdom,659.78
59296,E005,Scented Candle Set,4,2010-08-20,18.99,100085,United Kingdom,75.96
59297,E005,Scented Candle Set,3,2010-08-20,18.99,100079,United Kingdom,56.97
59298,B002,Decorative Wall Clock,4,2010-08-20,24.99,100796,United Kingdom,99.96
59299,J010,Wool Blanket,8,2010-08-20,27.99,100349,United Kingdom,223.92
59300,J010,Wool Blanket,4,2010-08-20,27.99,100500,United Kingdom,111.96
59301,A001,Ceramic Coffee Mug Set,8,2010-08-20,15.99,100756,United Kingdom,127.92
59302,E005,Scented Candle Set,3,2010-08-20,18.99,100168,United Kingdom,56.97
59303,C003,Premium Gift Box Set,15,2010-08-20,29.99,100781,United Kingdom,449.84999999999997
59304,I009,Silver Earrings,4,2010-08-20,19.99,100282,Spain,79.96
59305,C003,Premium Gift Box Set,14,2010-08-20,29.99,100487,United Kingdom,419.85999999999996
59306,C003,Premium Gift Box Set,19,2010-08-20,29.99,100150,United Kingdom,569.81
59307,I009,Silver Earrings,6,2010-08-21,19.99,100543,United Kingdom,119.94
59308,F006,Wooden Photo Frame,9,2010-08-21,9.99,100184,United Kingdom,89.91
59309,B002,Decorative Wall Clock,9,2010-08-21,24.99,100126,United Kingdom,224.91
59310,I009,Silver Earrings,4,2010-08-21,19.99,100293,United Kingdom,79.96
59311,E005,Scented Candle Set,1,2010-08-21,18.99,100579,Germany,18.99
59312,C003,Premium Gift Box Set,23,2010-08-21,29.99,100755,United Kingdom,689.77
59313,I009,Silver Earrings,10,2010-08-21,19.99,100443,France,199.89999999999998
59314,C003,Premium Gift Box Set,14,2010-08-21,29.99,100115,France,419.85999999999996
59315,A001,Ceramic Coffee Mug Set,8,2010-08-21,15.99,100784,United Kingdom,127.92
59316,G007,Silk Scarf,7,2010-08-21,22.99,100367,United Kingdom,160.92999999999998
59317,H008,Chocolate Gift Box,6,2010-08-21,14.99,100095,United Kingdom,89.94
59318,E005,Scented Candle Set,4,2010-08-21,18.99,100600,Italy,75.96
59319,D004,Leather Journal,9,2010-08-21,12.99,100277,United Kingdom,116.91
59320,G007,Silk Scarf,7,2010-08-21,22.99,100463,United Kingdom,160.92999999999998
59321,H008,Chocolate Gift Box,10,2010-08-21,14.99,100013,United Kingdom,149.9
59322,D004,Leather Journal,8,2010-08-21,12.99,100086,France,103.92
59323,H008,Chocolate Gift Box,5,2010-08-22,14.99,100137,United Kingdom,74.95
59324,J010,Wool Blanket,1,2010-08-22,27.99,100749,Italy,27.99
59325,H008,Chocolate Gift Box,9,2010-08-22,14.99,100657,United Kingdom,134.91
59326,A001,Ceramic Coffee Mug Set,6,2010-08-22,15.99,100239,United Kingdom,95.94
59327,C003,Premium Gift Box Set,21,2010-08-22,29.99,100006,United Kingdom,629.79
59328,J010,Wool Blanket,4,2010-08-22,27.99,100696,United Kingdom,111.96
59329,D004,Leather Journal,8,2010-08-22,12.99,100109,United Kingdom,103.92
59330,C003,Premium Gift Box Set,10,2010-08-22,29.99,100043,France,299.9
59331,B002,Decorative Wall Clock,10,2010-08-22,24.99,100494,United Kingdom,249.89999999999998
59332,I009,Silver Earrings,1,2010-08-22,19.99,100397,France,19.99
59333,H008,Chocolate Gift Box,2,2010-08-22,14.99,100195,United Kingdom,29.98
59334,C003,Premium Gift Box Set,21,2010-08-22,29.99,100347,United Kingdom,629.79
59335,B002,Decorative Wall Clock,2,2010-08-22,24.99,100780,United Kingdom,49.98
59336,C003,Premium Gift Box Set,9,2010-08-22,29.99,100335,United Kingdom,269.90999999999997
59337,C003,Premium Gift Box Set,13,2010-08-22,29.99,100757,United Kingdom,389.87
59338,C003,Premium Gift Box Set,21,2010-08-22,29.99,100680,United Kingdom,629.79
59339,A001,Ceramic Coffee Mug Set,7,2010-08-22,15.99,100221,United Kingdom,111.93
59340,H008,Chocolate Gift Box,8,2010-08-22,14.99,100128,Germany,119.92
59341,C003,Premium Gift Box Set,5,2010-08-23,29.99,100411,United Kingdom,149.95
59342,J010,Wool Blanket,3,2010-08-23,27.99,100015,United Kingdom,83.97
59343,C003,Premium Gift Box Set,21,2010-08-23,29.99,100426,United Kingdom,629.79
59344,H008,Chocolate Gift Box,5,2010-08-23,14.99,100315,United Kingdom,74.95
59345,A001,Ceramic Coffee Mug Set,9,2010-08-23,15.99,100764,United Kingdom,143.91
59346,H008,Chocolate Gift Box,4,2010-08-23,14.99,100630,United Kingdom,59.96
59347,C003,Premium Gift Box Set,14,2010-08-23,29.99,100627,United Kingdom,419.85999999999996
59348,C003,Premium Gift Box Set,23,2010-08-23,29.99,100396,United Kingdom,689.77
59349,H008,Chocolate Gift Box,7,2010-08-23,14.99,100179,France,104.93
59350,A001,Ceramic Coffee Mug Set,10,2010-08-23,15.99,100445,Germany,159.9
59351,J010,Wool Blanket,10,2010-08-23,27.99,100072,Germany,279.9
59352,C003,Premium Gift Box Set,20,2010-08-23,29.99,100126,United Kingdom,599.8
59353,J010,Wool Blanket,6,2010-08-23,27.99,100264,United Kingdom,167.94
59354,E005,Scented Candle Set,5,2010-08-23,18.99,100417,United Kingdom,94.94999999999999
59355,B002,Decorative Wall Clock,4,2010-08-23,24.99,100705,Germany,99.96
59356,F006,Wooden Photo Frame,4,2010-08-23,9.99,100261,United Kingdom,39.96
59357,J010,Wool Blanket,4,2010-08-23,27.99,100651,United Kingdom,111.96
59358,H008,Chocolate Gift Box,4,2010-08-23,14.99,100150,Italy,59.96
59359,C003,Premium Gift Box Set,19,2010-08-23,29.99,100786,United Kingdom,569.81
59360,F006,Wooden Photo Frame,5,2010-08-23,9.99,100775,Spain,49.95
59361,E005,Scented Candle Set,3,2010-08-23,18.99,100512,United Kingdom,56.97
59362,E005,Scented Candle Set,7,2010-08-23,18.99,100706,United Kingdom,132.92999999999998
59363,E005,Scented Candle Set,1,2010-08-23,18.99,100194,Spain,18.99
59364,C003,Premium Gift Box Set,5,2010-08-23,29.99,100160,Germany,149.95
